ID,Anio,IVP,Salario Minimo,Concepto,TipoCT,Consecutivo,SIGAU,Especie,Tratamiento,Espacio,Estrato,Localidad,Latitud,Longitud,PAP,DAP,Altura Total,Altura Comercial,Diam. Copa Polar,Diam. Copa Ecuatorial,Perimetro basal,Estado fuste,Estado Copa,Estado Raiz,Estado FitoSanitario,Estado General,Riesgo,Interes patrimonial,Autorizado
1624,2024,0.4476,1300000,2024EE36418,Manejo,SSFFS-36418,10248814546149,otro,Poda control altura,Privado,3,ENGATIVA,4.710559367368112,-74.11467707408993,5.77,18.13,22.67,3.59,8.6,5.75,19.94,3,2,3,5,Regular,Medio,No,UAESP
1625,2021,0.4379,908526,2021EE76830,Manejo,SSFFS-76830,13623926537612,pino azul,Poda estructural,Publico,5,TEUSAQUILLO,4.640146781856052,-74.09456464086013,0.32,1.01,4.56,0.96,2.0,1.84,1.11,4,3,4,4,Regular,Medio,No,EEAB
1626,2020,0.4379,877803,2020EE80443,Infraestructura,SSFFS-80443,19317383656513,arbol pipermint,Poda estructural,Privado,2,CIUDAD BOLIVAR,4.407360952979237,-74.14960887184228,1.6,5.03,20.0,9.4,4.0,2.0,5.53,4,3,4,4,Regular,Medio,No,JBB
1627,2022,0.432,1000000,2022EE92451,Manejo,SSFFS-92451,18616267208356,cucubo,Poda estructural,Publico,3,RAFAEL URIBE URIBE,4.5463128991122055,-74.10522375604391,1.0,3.14,4.86,2.77,5.83,3.24,3.46,4,3,4,4,Regular,Medio,No,EEAB
1628,2021,0.4379,908526,2021EE05764,Emergencia,SSFFS-05764,04561111641652,lulo de perro,Poda radicular,Privado,4,SAN CRISTOBAL,4.5160175218082435,-74.04351218537471,0.39,1.23,1.08,0.16,5.69,3.7,1.35,4,4,2,4,Regular,Medio,No,IDU
1629,2022,0.432,1000000,2022EE75191,Manejo,SSFFS-75191,04570422791094,jazmin de la china,Poda aclareo,Publico,1,SAN CRISTOBAL,4.543273812009021,-74.05454397997825,0.37,1.16,5.94,0.3,2.97,2.72,1.28,4,3,4,5,Bueno,Bajo,No,JBB
1630,2021,0.4379,908526,2021EE59015,Infraestructura,SSFFS-59015,08502487361662,acacia morada,Tratamiento integral,Privado,3,KENNEDY,4.6473741035111065,-74.15326684329096,165.28,519.24,13.27,12.0,14.37,13.08,571.17,2,2,2,2,Malo,Alto,No,UAESP
1631,2022,0.432,1000000,2022EE78726,Infraestructura,SSFFS-78726,12831513603443,margarita,Poda control altura,Publico,2,BARRIOS UNIDOS,4.6757527997708,-74.07916585179004,0.1,0.31,1.2,0.11,1.0,14.66,0.35,3,2,3,5,Regular,Medio,No,JBB
1632,2024,0.4476,1300000,2024EE44850,Emergencia,SSFFS-44850,04257319222761,tomate de arbol,Poda control altura,Privado,2,SAN CRISTOBAL,4.5414358921245475,-74.08526670051064,0.1,0.31,3.34,1.95,1.99,6.88,0.35,3,2,3,5,Regular,Medio,No,OTRO
1633,2020,0.4379,877803,2020EE24176,Manejo,SSFFS-24176,02616129149871,manzano,Poda estabilidad,Privado,3,CHAPINERO,4.670098410657247,-74.04790649386315,0.98,3.08,2.43,1.19,1.84,1.8,3.39,3,2,3,4,Regular,Medio,No,JBB
1634,2024,0.4476,1300000,2024EE44932,Manejo,SSFFS-44932,07697465208229,salvio morado,Poda radicular,Publico,6,BOSA,4.598917368794526,-74.16071578966198,0.66,2.07,2.35,1.11,12.66,1.72,2.28,4,4,2,4,Regular,Medio,No,IDU
1635,2020,0.4379,877803,2020EE25852,Infraestructura,SSFFS-25852,14131559989183,cipres pino,Poda estructural,Privado,1,LOS MARTIRES,4.6034087565704205,-74.09202312036113,277.78,872.67,30.38,23.15,104.38,26.73,959.94,4,3,4,4,Regular,Medio,No,OTRO
1636,2023,0.4581,1160000,2023EE61505,Infraestructura,SSFFS-61505,12012590352940,cipres japones,Tratamiento especial,Privado,6,BARRIOS UNIDOS,4.662705053773181,-74.06367207572904,1.34,4.21,9.38,5.43,5.2,2.91,4.63,3,3,3,2,Malo,Alto,No,JBB
1637,2020,0.4379,877803,2020EE57747,Infraestructura,SSFFS-57747,10568937395235,manzano,Poda control altura,Privado,2,ENGATIVA,4.726967111704641,-74.12733692861637,1.68,5.28,3.92,2.4,3.88,2.0,5.81,3,2,3,5,Regular,Medio,No,JBB
1638,2025,0.4745,1423500,2025EE92278,Manejo,SSFFS-92278,11292346573895,schefflera yuco blanco,Tala,Publico,4,SUBA,4.778162746868624,-74.10756238517271,0.07,0.22,4.79,3.55,4.16,3.52,0.24,1,1,1,1,Muy Malo,Muy Alto,No,EEAB
1639,2023,0.4581,1160000,2023EE20602,Infraestructura,SSFFS-20602,04290738976699,quina,Traslado,Publico,6,SAN CRISTOBAL,4.579157788397213,-74.06466805034957,0.24,0.75,2.66,1.41,1.2,2.12,0.83,4,4,5,4,Bueno,Bajo,No,JBB
1640,2025,0.4745,1423500,2025EE48074,Emergencia,SSFFS-48074,18212569196945,alamo de lombardia,Poda aclareo,Privado,3,RAFAEL URIBE URIBE,4.571273932925829,-74.12181724157418,2.4,7.54,11.11,4.04,8.82,10.28,8.29,4,3,4,5,Bueno,Bajo,No,OTRO
1641,2022,0.432,1000000,2022EE49553,Emergencia,SSFFS-49553,12840921379680,pino australiano,Poda control altura,Publico,3,BARRIOS UNIDOS,4.674416728455068,-74.06865833459128,2.5,7.85,9.45,1.52,10.62,6.79,8.64,3,2,3,5,Regular,Medio,No,UAESP
1642,2024,0.4476,1300000,2024EE93636,Manejo,SSFFS-93636,01231171097218,quina,Tala,Privado,2,USAQUEN,4.717482792672041,-74.04869188171745,0.21,0.66,2.91,1.52,1.12,3.67,0.73,1,1,1,1,Muy Malo,Muy Alto,No,JBB
1643,2025,0.4745,1423500,2025EE67113,Emergencia,SSFFS-67113,11931589007277,sauco,Poda control altura,Publico,5,SUBA,4.692963274043468,-74.0726598173897,1.11,3.49,168.96,165.63,13.88,10.27,3.84,3,2,3,5,Regular,Medio,Si,JBB
1644,2024,0.4476,1300000,2024EE42465,Infraestructura,SSFFS-42465,12942683041932,dama de noche,Traslado,Publico,2,BARRIOS UNIDOS,4.665312218028077,-74.0864046390297,0.81,2.54,7.08,4.04,3.42,9.15,2.8,4,4,5,4,Bueno,Bajo,No,UAESP
1645,2025,0.4745,1423500,2025EE99950,Emergencia,SSFFS-99950,15282586901612,pino romeron,Poda realce,Privado,6,ANTONIO NARIÑO,4.596648723124615,-74.10798966815642,3.02,9.49,12.82,3.48,7.69,7.48,10.44,4,4,4,4,Bueno,Bajo,No,OTRO
1646,2020,0.4379,877803,2020EE41669,Emergencia,SSFFS-41669,17174228786991,punta de lanza,Poda estructural,Publico,4,CANDELARIA,4.594104037940236,-74.07126858141206,0.31,0.97,2.0,1.98,2.0,1.0,1.07,4,3,4,4,Regular,Medio,No,JBB
1647,2024,0.4476,1300000,2024EE54717,Infraestructura,SSFFS-54717,04546692050673,citrus spp.,Traslado,Privado,4,SAN CRISTOBAL,4.564454654004172,-74.0974423821604,0.73,2.29,3.82,0.07,1.54,1.64,2.52,4,4,5,4,Bueno,Bajo,No,OTRO
1648,2024,0.4476,1300000,2024EE02642,Emergencia,SSFFS-02642,02356710427035,lavanda,Tratamiento integral,Publico,1,CHAPINERO,4.675823812793046,-74.04963483632373,0.53,1.67,2.73,0.19,1.35,0.71,1.83,2,2,2,2,Malo,Alto,No,UAESP
1649,2023,0.4581,1160000,2023EE14136,Infraestructura,SSFFS-14136,13306726280957,ocobo guayacan,Poda estabilidad,Privado,5,TEUSAQUILLO,4.644296464655066,-74.0970522224533,0.82,2.58,10.13,6.45,3.24,5.26,2.83,3,2,3,4,Regular,Medio,No,JBB
1650,2025,0.4745,1423500,2025EE22000,Emergencia,SSFFS-22000,16828965374097,abutilon rojo y amarillo (farolito),Conservar,Publico,1,PUENTE ARANDA,4.634816153751624,-74.1047274360728,0.11,0.35,5.92,0.7,11.59,4.98,0.38,5,4,5,4,Bueno,Bajo,No,OTRO
1651,2020,0.4379,877803,2020EE31794,Emergencia,SSFFS-31794,17952407807547,gardenia,Poda estructural,Privado,3,CANDELARIA,4.596559380129993,-74.06711976591946,0.1,0.31,0.6,0.54,0.5,0.5,0.35,4,3,4,4,Regular,Medio,No,IDU
1652,2020,0.4379,877803,2020EE81767,Emergencia,SSFFS-81767,15088420551813,cajeto garagay,Poda estructural,Publico,6,ANTONIO NARIÑO,4.590540656693485,-74.11721745564512,6.79,21.33,19.23,0.6,3.29,13.12,23.46,4,3,4,4,Regular,Medio,No,JBB
1653,2021,0.4379,908526,2021EE53768,Emergencia,SSFFS-53768,16916201138859,caucho benjamin,Tala,Publico,4,PUENTE ARANDA,4.608018404768823,-74.1068338468532,66.62,209.29,3.55,1.98,4.58,4.49,230.22,1,1,1,1,Muy Malo,Muy Alto,No,EEAB
1654,2022,0.432,1000000,2022EE03534,Manejo,SSFFS-03534,01445491836367,chiripique,Tratamiento integral,Publico,4,USAQUEN,4.718122179653709,-74.02533379588975,0.34,1.07,4.4,0.41,1.17,2.2,1.17,2,2,2,2,Malo,Alto,No,JBB
1655,2024,0.4476,1300000,2024EE24215,Emergencia,SSFFS-24215,15143404901975,raque san juanito,Tratamiento especial,Publico,1,ANTONIO NARIÑO,4.5886695185238535,-74.09603807350398,0.45,1.41,1.88,0.46,1.75,2.65,1.56,3,3,3,2,Malo,Alto,No,JBB
1656,2023,0.4581,1160000,2023EE35713,Emergencia,SSFFS-35713,19456204614375,tomatillo,Poda aclareo,Publico,5,CIUDAD BOLIVAR,4.422736138985287,-74.18908289221454,0.08,0.25,1.2,0.19,3.12,0.87,0.28,4,3,4,5,Bueno,Bajo,No,UAESP
1657,2020,0.4379,877803,2020EE60722,Infraestructura,SSFFS-60722,16096440299248,palma roebeleni,Conservar,Publico,3,PUENTE ARANDA,4.613369970000101,-74.10161999545286,2.32,7.29,4.84,4.04,4.52,2.37,8.02,5,4,5,4,Bueno,Bajo,No,JBB
1658,2025,0.4745,1423500,2025EE51009,Manejo,SSFFS-51009,10167433246050,eugenia,Conservar,Publico,6,ENGATIVA,4.658174746524398,-74.10348756269842,24.58,77.22,45.49,40.81,53.81,130.09,84.94,5,4,5,4,Bueno,Bajo,No,JBB
1659,2025,0.4745,1423500,2025EE54180,Manejo,SSFFS-54180,03519457817381,aromo,Poda aclareo,Privado,5,SANTA FE,4.612454645052643,-74.05253739864544,0.23,0.72,6.81,5.66,5.14,3.66,0.79,4,3,4,5,Bueno,Bajo,No,JBB
1660,2022,0.432,1000000,2022EE64935,Manejo,SSFFS-64935,07904837576288,eucalipto plateado,Conservar,Publico,1,BOSA,4.621196749629343,-74.181394238635,3.27,10.27,20.46,3.77,8.45,12.3,11.3,5,4,5,4,Bueno,Bajo,Si,ENEL
1661,2022,0.432,1000000,2022EE44444,Infraestructura,SSFFS-44444,16358726492473,borrachero blanco,Poda radicular,Publico,3,PUENTE ARANDA,4.639436139593462,-74.11123962280882,0.37,1.16,5.38,2.79,1.25,3.56,1.28,4,4,2,4,Regular,Medio,No,ENEL
1662,2024,0.4476,1300000,2024EE28992,Infraestructura,SSFFS-28992,08982944287721,naranjo,Tala,Privado,1,KENNEDY,4.644804526669533,-74.13798188886227,0.29,0.91,5.19,4.19,5.97,4.07,1.0,1,1,1,1,Muy Malo,Muy Alto,No,EEAB
1663,2020,0.4379,877803,2020EE94983,Manejo,SSFFS-94983,03093361094662,abelia,Traslado,Privado,5,SANTA FE,4.609032586506654,-74.0032272407082,0.1,0.31,2.0,0.96,2.0,4.2,0.35,4,4,5,4,Bueno,Bajo,No,UAESP
1664,2025,0.4745,1423500,2025EE01775,Infraestructura,SSFFS-01775,02401512038216,pino candelabro,Tratamiento especial,Privado,1,CHAPINERO,4.634397432573459,-74.04185662697998,13.77,43.26,2.47,0.1,17.1,11.05,47.59,3,3,3,2,Malo,Alto,No,JBB
1665,2021,0.4379,908526,2021EE41504,Manejo,SSFFS-41504,09400360836683,mandarina,Traslado,Publico,3,FONTIBON,4.681318605099356,-74.14432071208742,0.11,0.35,3.5,0.96,1.46,2.39,0.38,4,4,5,4,Bueno,Bajo,No,JBB
1666,2022,0.432,1000000,2022EE35909,Manejo,SSFFS-35909,14846420182031,cajeto garagay,Poda radicular,Privado,1,LOS MARTIRES,4.600657490405004,-74.10380731769695,40.89,128.46,10.32,6.8,9.95,13.49,141.31,4,4,2,4,Regular,Medio,No,JBB
1667,2025,0.4745,1423500,2025EE62997,Infraestructura,SSFFS-62997,04301797050466,chocho,Poda estructural,Privado,3,SAN CRISTOBAL,4.558908550307772,-74.09553767826459,1.04,3.27,9.57,2.22,3.56,11.01,3.59,4,3,4,4,Regular,Medio,No,UAESP
1668,2022,0.432,1000000,2022EE78807,Emergencia,SSFFS-78807,10501896105447,guayabo brasilero,Poda realce,Publico,5,ENGATIVA,4.696311623192744,-74.10496926059567,0.12,0.38,1.93,1.65,1.0,1.43,0.41,4,4,4,4,Bueno,Bajo,No,IDU
1669,2020,0.4379,877803,2020EE07666,Manejo,SSFFS-07666,12144047704297,acacia sabanera,Tala,Publico,6,BARRIOS UNIDOS,4.6722401227718935,-74.07060695307716,0.54,1.7,3.52,1.2,4.1,2.18,1.87,1,1,1,1,Muy Malo,Muy Alto,No,JBB
1670,2025,0.4745,1423500,2025EE41445,Manejo,SSFFS-41445,13671088624721,palma areca,Tala,Privado,5,TEUSAQUILLO,4.650171525488361,-74.07786498783577,0.62,1.95,7.5,1.66,0.94,1.64,2.14,1,1,1,1,Muy Malo,Muy Alto,No,JBB
1671,2024,0.4476,1300000,2024EE70939,Emergencia,SSFFS-70939,03753402451242,mimbre,Poda aclareo,Publico,3,SANTA FE,4.598197118186265,-74.03199127842788,0.47,1.48,29.19,12.86,8.25,6.31,1.62,4,3,4,5,Bueno,Bajo,No,IDU
1672,2020,0.4379,877803,2020EE07842,Infraestructura,SSFFS-07842,14633262791222,holly liso,Poda realce,Publico,5,LOS MARTIRES,4.593669632171933,-74.09405733738092,10.3,32.36,20.12,0.3,7.92,5.59,35.59,4,4,4,4,Bueno,Bajo,No,JBB
1673,2023,0.4581,1160000,2023EE22707,Manejo,SSFFS-22707,18954170227826,jazmin australiano,Tala,Privado,6,RAFAEL URIBE URIBE,4.564734449479303,-74.11395073866014,0.55,1.73,3.55,2.73,1.92,8.76,1.9,1,1,1,1,Muy Malo,Muy Alto,No,JBB
1674,2024,0.4476,1300000,2024EE46773,Manejo,SSFFS-46773,08085535563201,aromo,Conservar,Publico,6,KENNEDY,4.638452277366699,-74.14898751585184,0.62,1.95,8.21,1.39,2.29,3.34,2.14,5,4,5,4,Bueno,Bajo,No,IDU
1675,2022,0.432,1000000,2022EE13534,Emergencia,SSFFS-13534,13990784513429,encenillo,Poda estructural,Publico,1,TEUSAQUILLO,4.6509803216169425,-74.10059277414277,0.66,2.07,6.1,3.48,1.88,13.91,2.28,4,3,4,4,Regular,Medio,No,IDU
1676,2022,0.432,1000000,2022EE77982,Emergencia,SSFFS-77982,02936188599161,cipres japones,Traslado,Publico,3,CHAPINERO,4.637582858830824,-74.02892901706241,1.54,4.84,11.02,3.03,6.09,6.23,5.32,4,4,5,4,Bueno,Bajo,No,JBB
1677,2022,0.432,1000000,2022EE32934,Manejo,SSFFS-32934,16197028704426,garrocho,Poda estructural,Publico,1,PUENTE ARANDA,4.611978568717336,-74.12625158069447,0.56,1.76,2.22,2.05,1.22,4.58,1.94,4,3,4,4,Regular,Medio,No,ENEL
1678,2025,0.4745,1423500,2025EE80865,Emergencia,SSFFS-80865,03989639036868,balazo,Conservar,Privado,5,SANTA FE,4.590073935837412,-74.03169031698145,0.04,0.13,1.0,0.27,1.0,2.0,0.14,5,4,5,4,Bueno,Bajo,No,ENEL
1679,2024,0.4476,1300000,2024EE52712,Infraestructura,SSFFS-52712,14596921658919,mortillo,Conservar,Publico,4,LOS MARTIRES,4.596071190895893,-74.08967166300434,0.22,0.69,2.28,1.22,2.52,3.21,0.76,5,4,5,4,Bueno,Bajo,No,JBB
1680,2020,0.4379,877803,2020EE37276,Infraestructura,SSFFS-37276,13563617713239,tuno roso,Poda estructural,Publico,5,TEUSAQUILLO,4.6387339903543,-74.07003788257866,0.18,0.57,3.63,0.25,1.91,4.23,0.62,4,3,4,4,Regular,Medio,No,JBB
1681,2021,0.4379,908526,2021EE51962,Infraestructura,SSFFS-51962,04756265529211,pino hayuelo,Tratamiento especial,Publico,1,SAN CRISTOBAL,4.546913038416383,-74.09504321058832,0.38,1.19,2.2,0.42,1.0,1.0,1.31,3,3,3,2,Malo,Alto,Si,JBB
1682,2022,0.432,1000000,2022EE72320,Infraestructura,SSFFS-72320,17585270733428,cariseco tres hojas,Poda estructural,Publico,3,CANDELARIA,4.59498086598602,-74.07352542706886,0.81,2.54,7.73,4.89,2.15,1.03,2.8,4,3,4,4,Regular,Medio,No,EEAB
1683,2020,0.4379,877803,2020EE17120,Emergencia,SSFFS-17120,07299300231146,liberal o lechero,Tratamiento especial,Privado,2,BOSA,4.632793239011111,-74.18023987769708,0.75,2.36,10.98,3.59,7.0,5.0,2.59,3,3,3,2,Malo,Alto,No,ENEL
1684,2022,0.432,1000000,2022EE07703,Infraestructura,SSFFS-07703,17753759872475,abelia,Traslado,Privado,3,CANDELARIA,4.591441851656797,-74.0743816480279,0.09,0.28,2.0,0.22,2.0,4.27,0.31,4,4,5,4,Bueno,Bajo,No,IDU
1685,2020,0.4379,877803,2020EE56258,Emergencia,SSFFS-56258,07944933276679,palma de ramo,Tratamiento especial,Publico,4,BOSA,4.607843632741856,-74.20148388021403,1.33,4.18,8.96,2.09,3.58,4.89,4.6,3,3,3,2,Malo,Alto,No,JBB
1686,2021,0.4379,908526,2021EE74628,Emergencia,SSFFS-74628,15446149292924,calistemo,Tala,Privado,4,ANTONIO NARIÑO,4.58063034372282,-74.10042496788745,0.18,0.57,2.55,1.85,6.04,3.04,0.62,1,1,1,1,Muy Malo,Muy Alto,No,JBB
1687,2025,0.4745,1423500,2025EE74838,Manejo,SSFFS-74838,10391951163722,aliso fresno,Poda realce,Privado,2,ENGATIVA,4.700681082688471,-74.1169356037623,0.49,1.54,4.78,4.77,3.06,7.52,1.69,4,4,4,4,Bueno,Bajo,No,JBB
1688,2025,0.4745,1423500,2025EE75168,Emergencia,SSFFS-75168,19128872210611,borrachero rojo,Poda realce,Publico,6,CIUDAD BOLIVAR,4.408491957865015,-74.14479739352821,0.34,1.07,6.0,0.09,1.8,1.7,1.17,4,4,4,4,Bueno,Bajo,No,JBB
1689,2021,0.4379,908526,2021EE34478,Emergencia,SSFFS-34478,07863577540252,cerezo capuli,Conservar,Privado,6,BOSA,4.644845720001938,-74.19518550123335,52.38,164.56,12.01,6.4,57.38,48.43,181.01,5,4,5,4,Bueno,Bajo,Si,JBB
1690,2021,0.4379,908526,2021EE19807,Infraestructura,SSFFS-19807,10045485763062,pino patula,Tratamiento integral,Privado,4,ENGATIVA,4.70563141702703,-74.11543067864937,86.0,270.18,0.28,0.03,12.06,12.95,297.2,2,2,2,2,Malo,Alto,No,JBB
1691,2023,0.4581,1160000,2023EE51886,Infraestructura,SSFFS-51886,03338892730415,acacia sabanera,Tratamiento integral,Privado,3,SANTA FE,4.594724315493312,-74.00607831004723,0.3,0.94,5.02,1.53,4.48,0.7,1.04,2,2,2,2,Malo,Alto,No,JBB
1692,2022,0.432,1000000,2022EE86556,Infraestructura,SSFFS-86556,06557750206471,sombrilla japonesa,Conservar,Privado,2,TUNJUELITO,4.585506056106436,-74.13830808054345,0.47,1.48,5.0,0.56,2.13,2.68,1.62,5,4,5,4,Bueno,Bajo,No,JBB
1693,2020,0.4379,877803,2020EE87020,Infraestructura,SSFFS-87020,15484945686114,metrosideros,Poda aclareo,Publico,3,ANTONIO NARIÑO,4.593620620791256,-74.10243986289393,0.2,0.63,5.95,5.82,2.54,3.75,0.69,4,3,4,5,Bueno,Bajo,No,ENEL
1694,2023,0.4581,1160000,2023EE12028,Emergencia,SSFFS-12028,10573167327396,sombrilla japonesa,Poda estabilidad,Privado,4,ENGATIVA,4.679492354664813,-74.09342902484457,0.09,0.28,2.86,2.56,6.81,5.84,0.31,3,2,3,4,Regular,Medio,No,JBB
1695,2021,0.4379,908526,2021EE16676,Manejo,SSFFS-16676,07579627683076,acacia sabanera,Poda estructural,Privado,1,BOSA,4.640099773261375,-74.2108653331451,0.23,0.72,4.82,0.93,6.36,5.33,0.79,4,3,4,4,Regular,Medio,No,JBB
1696,2024,0.4476,1300000,2024EE28116,Manejo,SSFFS-28116,12177612044266,jazmin del cabo,Poda aclareo,Publico,6,BARRIOS UNIDOS,4.683020629356245,-74.07299512918388,92.16,289.53,55.45,3.87,72.69,14.66,318.48,4,3,4,5,Bueno,Bajo,Si,JBB
1697,2023,0.4581,1160000,2023EE94644,Infraestructura,SSFFS-94644,10736308015367,carbonero rojo,Tratamiento especial,Publico,6,ENGATIVA,4.698082662129892,-74.11223073226795,0.16,0.5,6.25,2.98,3.15,1.6,0.55,3,3,3,2,Malo,Alto,No,JBB
1698,2025,0.4745,1423500,2025EE12987,Emergencia,SSFFS-12987,13471735343334,cedro,Conservar,Privado,3,TEUSAQUILLO,4.632433027100034,-74.06903350678411,0.05,0.16,9.29,8.84,15.5,17.94,0.17,5,4,5,4,Bueno,Bajo,No,JBB
1699,2024,0.4476,1300000,2024EE28485,Infraestructura,SSFFS-28485,12301433272376,nogal,Poda realce,Privado,5,BARRIOS UNIDOS,4.677109307212648,-74.07318117028342,2.15,6.75,11.87,2.53,4.36,5.1,7.43,4,4,4,4,Bueno,Bajo,No,OTRO
1700,2021,0.4379,908526,2021EE53892,Emergencia,SSFFS-53892,12211788661175,lupinus,Poda estabilidad,Publico,6,BARRIOS UNIDOS,4.677833007624197,-74.0809058618466,0.36,1.13,2.58,0.39,0.85,0.79,1.24,3,2,3,4,Regular,Medio,No,IDU
1701,2024,0.4476,1300000,2024EE20783,Infraestructura,SSFFS-20783,16737634529389,caucho,Poda estructural,Publico,6,PUENTE ARANDA,4.618882249248172,-74.11572684401577,0.61,1.92,4.84,3.09,8.48,5.96,2.11,4,3,4,4,Regular,Medio,No,UAESP
1702,2022,0.432,1000000,2022EE09013,Manejo,SSFFS-09013,13352801299133,corono,Poda estructural,Privado,3,TEUSAQUILLO,4.64117182862761,-74.08221881901599,1.69,5.31,22.12,20.99,21.61,63.48,5.84,4,3,4,4,Regular,Medio,No,JBB
1703,2023,0.4581,1160000,2023EE44616,Emergencia,SSFFS-44616,09723912466385,fotinia,Poda control altura,Publico,6,FONTIBON,4.651273949355539,-74.12119365872573,0.18,0.57,5.36,2.53,2.63,1.5,0.62,3,2,3,5,Regular,Medio,No,JBB
1704,2023,0.4581,1160000,2023EE61404,Manejo,SSFFS-61404,10172810059018,palma blanca,Poda radicular,Publico,3,ENGATIVA,4.71700718448522,-74.12012996295839,0.38,1.19,7.01,3.55,13.33,1.95,1.31,4,4,2,4,Regular,Medio,No,JBB
1705,2023,0.4581,1160000,2023EE92228,Infraestructura,SSFFS-92228,02236540558026,caucho de la india caucho,Tala,Publico,5,CHAPINERO,4.65814000400073,-74.04349721735353,3.76,11.81,8.45,5.67,21.44,12.31,12.99,1,1,1,1,Muy Malo,Muy Alto,No,ENEL
1706,2023,0.4581,1160000,2023EE86581,Manejo,SSFFS-86581,05416789178917,aloe arboreo,Poda control altura,Publico,2,USME,4.316161597244278,-74.1831395994821,0.47,1.48,5.61,0.87,1.26,2.03,1.62,3,2,3,5,Regular,Medio,No,ENEL
1707,2020,0.4379,877803,2020EE98452,Manejo,SSFFS-98452,03853817641343,cayeno,Tratamiento integral,Publico,3,SANTA FE,4.58146607892841,-74.02637947798407,0.1,0.31,19.57,10.26,3.79,3.82,0.35,2,2,2,2,Malo,Alto,No,UAESP
1708,2021,0.4379,908526,2021EE28289,Emergencia,SSFFS-28289,14769114519132,gardenia,Tratamiento integral,Publico,6,LOS MARTIRES,4.6207230616179205,-74.08301474780984,0.1,0.31,0.6,0.13,0.5,0.5,0.35,2,2,2,2,Malo,Alto,No,JBB
1709,2025,0.4745,1423500,2025EE10591,Emergencia,SSFFS-10591,10866463969647,alamo de lombardia,Poda estabilidad,Privado,4,ENGATIVA,4.682217068654981,-74.10938084169622,1.64,5.15,5.99,5.42,14.45,4.32,5.67,3,2,3,4,Regular,Medio,Si,UAESP
1710,2022,0.432,1000000,2022EE10574,Manejo,SSFFS-10574,18518959295004,chirlobirlo,Poda realce,Publico,2,RAFAEL URIBE URIBE,4.577345290046206,-74.10170737883773,0.34,1.07,4.89,4.4,4.23,4.57,1.17,4,4,4,4,Bueno,Bajo,No,ENEL
1711,2023,0.4581,1160000,2023EE61555,Manejo,SSFFS-61555,01848336030480,arrayan negro,Poda aclareo,Publico,6,USAQUEN,4.7880186100873905,-74.03336079861128,0.41,1.29,2.31,1.71,9.91,4.25,1.42,4,3,4,5,Bueno,Bajo,No,JBB
1712,2020,0.4379,877803,2020EE74328,Emergencia,SSFFS-74328,15935456961417,arbol de corcho,Poda estructural,Privado,6,ANTONIO NARIÑO,4.591020738578195,-74.1004934133045,0.38,1.19,9.81,1.91,2.46,7.35,1.31,4,3,4,4,Regular,Medio,No,OTRO
1713,2023,0.4581,1160000,2023EE54599,Infraestructura,SSFFS-54599,19955606576271,fotinia,Tratamiento integral,Publico,3,CIUDAD BOLIVAR,4.526823240723463,-74.1545944847629,0.09,0.28,3.04,1.25,1.45,1.65,0.31,2,2,2,2,Malo,Alto,No,JBB
1714,2020,0.4379,877803,2020EE33113,Emergencia,SSFFS-33113,10915264699451,raphiolepys,Tratamiento integral,Privado,1,ENGATIVA,4.713936298232581,-74.111517825936,0.66,2.07,1.58,1.39,3.54,4.46,2.28,2,2,2,2,Malo,Alto,No,JBB
1715,2022,0.432,1000000,2022EE61786,Infraestructura,SSFFS-61786,14330613675834,arrayan blanco,Traslado,Privado,4,LOS MARTIRES,4.604390769822239,-74.08817165946631,0.4,1.26,11.41,4.07,10.63,8.67,1.38,4,4,5,4,Bueno,Bajo,No,UAESP
1716,2024,0.4476,1300000,2024EE14990,Infraestructura,SSFFS-14990,10923394510639,sangregado,Tala,Publico,1,ENGATIVA,4.723055336528702,-74.10334831156794,2.13,6.69,21.31,3.37,21.69,58.46,7.36,1,1,1,1,Muy Malo,Muy Alto,No,JBB
1717,2020,0.4379,877803,2020EE64156,Emergencia,SSFFS-64156,02491112554136,caucho tequendama,Conservar,Privado,5,CHAPINERO,4.635826219508232,-74.02500759072136,1.29,4.05,7.01,2.98,53.56,16.08,4.46,5,4,5,4,Bueno,Bajo,No,JBB
1718,2025,0.4745,1423500,2025EE00360,Manejo,SSFFS-00360,08275790548705,cerezo ciruelo,Poda control altura,Publico,2,KENNEDY,4.652476642846513,-74.16813514536199,1.4,4.4,2.28,1.12,7.79,8.65,4.84,3,2,3,5,Regular,Medio,Si,JBB
1719,2020,0.4379,877803,2020EE65686,Emergencia,SSFFS-65686,05379842688972,limon,Tratamiento integral,Publico,3,USME,4.486673423621335,-74.11481166724434,0.67,2.1,6.33,2.63,6.04,2.65,2.32,2,2,2,2,Malo,Alto,No,UAESP
1720,2022,0.432,1000000,2022EE00549,Infraestructura,SSFFS-00549,15190449804713,schefflera tortolito,Poda estabilidad,Publico,4,ANTONIO NARIÑO,4.583718800577624,-74.10331286087856,0.64,2.01,9.72,5.08,2.48,1.94,2.21,3,2,3,4,Regular,Medio,No,EEAB
1721,2024,0.4476,1300000,2024EE43190,Emergencia,SSFFS-43190,12685214520905,tuno,Conservar,Privado,5,BARRIOS UNIDOS,4.651218531968107,-74.06991404684449,0.28,0.88,6.6,3.62,4.05,3.69,0.97,5,4,5,4,Bueno,Bajo,No,OTRO
